document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
7624f5ec68a86da9bc7120192f863e824c675925,test,Why is the old woman so upset?,someone broke her jar and the princess laughed at her dancing.,The page boy broke her pitcher.,Why is the old woman so upset ?,someone broke her jar and the princess laughed at her dancing .,The page boy broke her pitcher .
7624f5ec68a86da9bc7120192f863e824c675925,test,What did the old woman do?,She put a spell on Zoza.,She cursed Zoza.,What did the old woman do ?,She put a spell on Zoza .,She cursed Zoza .
7624f5ec68a86da9bc7120192f863e824c675925,test,What did Zoza have to do?,To marry she had to fill a jar with her tears in a certain number of days.,fill a pitcher with her tears in three das,What did Zoza have to do ?,To marry she had to fill a jar with her tears in a certain number of days .,fill a pitcher with her tears in three das
7624f5ec68a86da9bc7120192f863e824c675925,test,What did she have to do with the tears?,She had to give them to the prince she was to marry.,fill a pitcher in three days,What did she have to do with the tears ?,She had to give them to the prince she was to marry .,fill a pitcher in three days
7624f5ec68a86da9bc7120192f863e824c675925,test,Where are the tears?,The tears were taken and the woman put the rest of the tears in and took the prince for herself.,in a pitcher,Where are the tears ?,The tears were taken and the woman put the rest of the tears in and took the prince for herself .,in a pitcher
7624f5ec68a86da9bc7120192f863e824c675925,test,What happened to the woman who took the tears?,She is having a baby and wantsthe prince to tell her tales or she will hurt the child in her stomach.,she married the princess,What happened to the woman who took the tears ?,She is having a baby and wantsthe prince to tell her tales or she will hurt the child in her stomach .,she married the princess
7624f5ec68a86da9bc7120192f863e824c675925,test,What happens to the princess?,"She and the prince are together,",She lived happily ever after,What happens to the princess ?,"She and the prince are together,",She lived happily ever after
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What means of transportation does Indiana Jones use to escape Shanghai?,He escapes on a plane that is owned by the very person he is trying to escape.,Airplane,What means of transportation does Indiana Jones use to escape Shanghai ?,He escapes on a plane that is owned by the very person he is trying to escape .,Airplane
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,While Indy is traveling with Willie Scott and Short Round on the plane what happens to the pilot?,He parachutes out of the plane. ,The pilots parachute out of the plane.,While Indy is traveling with Willie Scott and Short Round on the plane what happens to the pilot ?,He parachutes out of the plane .,The pilots parachute out of the plane .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,"What do Indy, Willie, and Shorty use to get out of the situation of a falling plane with no pilot?",Thye use an inflatable raft. ,An inflatable raft,"What do Indy , Willie , and Shorty use to get out of the situation of a falling plane with no pilot ?",Thye use an inflatable raft .,An inflatable raft
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,"When they find other people in a village, what do those people want them to do?",They want them to retrieve a stone stolen from their shrine and find their children.,Help retrieve the sacred Savalinga stone and their children.,"When they find other people in a village , what do those people want them to do ?",They want them to retrieve a stone stolen from their shrine and find their children .,Help retrieve the sacred Savalinga stone and their children .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,How do the Thugs worship the Hindu godess Kali?,With human sacrifice. ,With human sacrifice.,How do the Thugs worship the Hindu godess Kali ?,With human sacrifice .,With human sacrifice .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Why did the Thugs enslave the children?,To mine for the final two stones that they thought would allow them to rule the world.,To work in the mine for the final two stones.,Why did the Thugs enslave the children ?,To mine for the final two stones that they thought would allow them to rule the world .,To work in the mine for the final two stones .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What does the blood of Kali do to Indy?,It puts him in a trance and he has to obey the Thugs. ,It puts him into a mindless trance.,What does the blood of Kali do to Indy ?,It puts him in a trance and he has to obey the Thugs .,It puts him into a mindless trance .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,How is Indy brought out of his trance?,Shorty burns him to snap him back to reality.,Shorty burns him with a torch,How is Indy brought out of his trance ?,Shorty burns him to snap him back to reality .,Shorty burns him with a torch
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,How does the group escape when cornered by the Mola Ram?,Indy cuts the rope bridge that separates them and many fall into crocile infested water. ,Indy cuts the rope bridge,How does the group escape when cornered by the Mola Ram ?,Indy cuts the rope bridge that separates them and many fall into crocile infested water .,Indy cuts the rope bridge
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,"What do Indy, Willie, and Shorty bring bag to the village?",The missing stone and the missing children.,The missing stone.,"What do Indy , Willie , and Shorty bring bag to the village ?",The missing stone and the missing children .,The missing stone .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who is the crime boss of Shanghai?,Lao Che,Lao Che,Who is the crime boss of Shanghai ?,Lao Che,Lao Che
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who is Short Round?,Indiana's side kick,Indiana Jones's sidekick,Who is Short Round ?,Indiana s side kick,Indiana Jones s sidekick
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,From where does Indy flee on an airplane?,Shanghai,Shanghai,From where does Indy flee on an airplane ?,Shanghai,Shanghai
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What is discovered behind the statues?,Series of tunnels,A series of tunnels,What is discovered behind the statues ?,Series of tunnels,A series of tunnels
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who does the assassin attack?,Indy,Indiana Jones,Who does the assassin attack ?,Indy,Indiana Jones
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who do the thugs worship?,The hindu goddess,the Hindu Goddess Kali,Who do the thugs worship ?,The hindu goddess,the Hindu Goddess Kali
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who leads the thugs?,Mola Ram,Mola Ram,Who leads the thugs ?,Mola Ram,Mola Ram
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who is kept as a human sacrifice?,Willie,Willie Scott,Who is kept as a human sacrifice ?,Willie,Willie Scott
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who tells shorty how to get out of the mines?,The Maharajah,The Maharajah,Who tells shorty how to get out of the mines ?,The Maharajah,The Maharajah
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who is the missing stone returned to?,The villagers,The villagers.,Who is the missing stone returned to ?,The villagers,The villagers .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What year does this take place?,1935,1935,What year does this take place ?,1935,1935
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who attempts to cripple Indiana Jones?,The Maharajah,the Maharajah,Who attempts to cripple Indiana Jones ?,The Maharajah,the Maharajah
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What does the Maharajah use to hurt Indiana Jones?,A voodoo doll,a voodoo doll,What does the Maharajah use to hurt Indiana Jones ?,A voodoo doll,a voodoo doll
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What lives in the river?,Crocodile,Crocodilles,What lives in the river ?,Crocodile,Crocodilles
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What eats Mola Ram?,A crocodile,A mugger crocodile,What eats Mola Ram ?,A crocodile,A mugger crocodile
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What do the thugs try to kill Indiana Jones with?,Arrows,Arrows,What do the thugs try to kill Indiana Jones with ?,Arrows,Arrows
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,What is wrong with the rocks?,they are hot,They glow red hot when they get too close to one another.,What is wrong with the rocks ?,they are hot,They glow red hot when they get too close to one another .
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who owns the plane that Indiana Jones flees on?,Lao,Lao Che,Who owns the plane that Indiana Jones flees on ?,Lao,Lao Che
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Where is Shorty put to work at?,In the mines,In the mines,Where is Shorty put to work at ?,In the mines,In the mines
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,Who is a sacrifice?,Willie,Willie.,Who is a sacrifice ?,Willie,Willie .
808df2952d2a29807de69db8f77608025f667c97,valid,Why did Baroness Matillda went into premature labor?,Because she saw her husband's battle wounds,Because of the sight of her husbands battle wounds,Why did Baroness Matillda went into premature labor ?,Because she saw her husband s battle wounds,Because of the sight of her husbands battle wounds
808df2952d2a29807de69db8f77608025f667c97,valid,Who kidnapped Otto?,Baron Henry,Baron Henry,Who kidnapped Otto ?,Baron Henry,Baron Henry
808df2952d2a29807de69db8f77608025f667c97,valid,Why did Baron Henry made an oath?,Because he wanted vengeance over his uncle's unfair death,Because he wanted to avenge his father's death,Why did Baron Henry made an oath ?,Because he wanted vengeance over his uncle s unfair death,Because he wanted to avenge his father s death
808df2952d2a29807de69db8f77608025f667c97,valid,What did Baron Henry do to Otto instead of killing him?,He cutted off his right hand.,Chopped off his right hand,What did Baron Henry do to Otto instead of killing him ?,He cutted off his right hand .,Chopped off his right hand
808df2952d2a29807de69db8f77608025f667c97,valid,Who conforted Otto when his hand was cut?,Pauline,"Baron Henry's daughter, Pauline",Who conforted Otto when his hand was cut ?,Pauline,"Baron Henry s daughter , Pauline"
808df2952d2a29807de69db8f77608025f667c97,valid,What revelation about his father's life horrified Otto when he came to the castle?,That his father killed an already defeated enemy,That his father is a robber baron,What revelation about his father s life horrified Otto when he came to the castle ?,That his father killed an already defeated enemy,That his father is a robber baron
808df2952d2a29807de69db8f77608025f667c97,valid,Why did Baron Conrad take his son to the monastery?,Because his wife died while giving birth to the boy,To be raised by the monks after his mother died,Why did Baron Conrad take his son to the monastery ?,Because his wife died while giving birth to the boy,To be raised by the monks after his mother died
808df2952d2a29807de69db8f77608025f667c97,valid,Why did Baron Conrad left the castle undefended? ,Because he was summoned by the Imperial Court,He takes the majority of his army as an escort to obey a summons to the Imperial Court,Why did Baron Conrad left the castle undefended ?,Because he was summoned by the Imperial Court,He takes the majority of his army as an escort to obey a summons to the Imperial Court
808df2952d2a29807de69db8f77608025f667c97,valid,What age was Otto when his father went to claim him at the monastery?,He was eleven.,11,What age was Otto when his father went to claim him at the monastery ?,He was eleven .,11
808df2952d2a29807de69db8f77608025f667c97,valid,What was Otto's replacement hand made of?,Silver,Silver,What was Otto s replacement hand made of ?,Silver,Silver
808df2952d2a29807de69db8f77608025f667c97,valid,How did Otto's Mother die?,From premature labour caused by the sight her husband's battle wounds.,During early childbirth.,How did Otto s Mother die ?,From premature labour caused by the sight her husband s battle wounds .,During early childbirth .
808df2952d2a29807de69db8f77608025f667c97,valid,Who attacks Castle Drachenhausen?,Baron Henry,Baron Henry.,Who attacks Castle Drachenhausen ?,Baron Henry,Baron Henry .
808df2952d2a29807de69db8f77608025f667c97,valid,Why does Baron Henry attack Castle Drachenhausen?,"Baron Conrad killed his uncle, Baron Frederick.",Because Baron Conrad killed his uncle Baron Frederick,Why does Baron Henry attack Castle Drachenhausen ?,"Baron Conrad killed his uncle , Baron Frederick .",Because Baron Conrad killed his uncle Baron Frederick
808df2952d2a29807de69db8f77608025f667c97,valid,What does Baron Henry do to Otto after taking him captive?,He cuts off his right hand.,He cut off Ottos' right hand. ,What does Baron Henry do to Otto after taking him captive ?,He cuts off his right hand .,He cut off Ottos ' right hand .
808df2952d2a29807de69db8f77608025f667c97,valid,Why is Otto horrified when he discovers his father killed Baron Frederick?,Baron Frederick was surrendering.,Baron Federick was defeated and surrendering be fore he was killed.,Why is Otto horrified when he discovers his father killed Baron Frederick ?,Baron Frederick was surrendering .,Baron Federick was defeated and surrendering be fore he was killed .
808df2952d2a29807de69db8f77608025f667c97,valid,Why didn't Baron Henry just kill Otto instead of cutting his hand off?,Otto was so young.,Because Otto is young,Why did n't Baron Henry just kill Otto instead of cutting his hand off ?,Otto was so young .,Because Otto is young
